UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"aquaculture environmental scientist
aquaculture environment specialist
marine scientist
fish farming environmental specialist
aquaculture environmental specialist
specialist in aquaculture environmental analysis
aquaculture environmental analyst"
,,,,"instructor in archaeology
archaeology instructor
lecturer in archaeology
university lecturer in archaeology
archaeologist lector
archeology lecturer
lecturer in archaeological studies
archaeology lector
archaeology professor
archaeology teacher
professor of archaeology
archaeology docent
senior lecturer in archaeology
university archaeology lecturer
lecturer of archaeology"
,,,,"optometry practitioner
expert optometrist
specialist optometrist
optometrist
practitioner of optometry
specialist in optometry
ophthalmic optician
optometric expert"
,,,,"literature teacher high school
secondary school literature tutor
high school literature teacher
high school literature tutor
literature teacher in high school
teacher of literature in high school
english literature teacher
english literature teacher in secondary schools
literature teacher"
,,,,"broker
financial services manager
financial services broker
financial broker
finance broker
finance adviser
financial services adviser"
,,,,"head of laboratory
research manager
research scientist
head laboratory analyst
scientific research director
principal research scientist
scientific director
chief science officer"
,,,,"seafood preparation operator
fish preparation operator
fish counter worker
fish gutter
fish boner
fish stall worker
shellfish preparation operator
seafood seller
fresh fish processing operator
fishmonger
fish shop worker
fish processing operator
fresh fish preparation operator
fish seller
fish counter salesperson"
,,,,"financial services sales agent
securities broker
junior stock broker
investment broker
stock salesperson"
,,,,"public relations coordinator
press relations officer
press consultant
public relations officer
communications officer
press secretary
media relations officer
public affairs officer
public information officer
media consultant
media coordinator"
,,,,"mask designer & maker
mask maker
mask designer and builder
mask designer & builder
mask designer/maker
mask maker and designer
mask builder & designer
mask designer and maker
mask builder and designer
mask maker & designer
mask builder
mask-maker"
,,,,"van recovery technician
heavy vehicle roadside technician
coach roadside technician
PCV roadside technician
bus and coach roadside technician
LGV roadside technician
automotive recovery technician
truck recovery technician
roadside vehicle technician
bus roadside technician
vehicle recovery technician
mobile auto mechanic
car recovery technician
light vehicle roadside technician
mobile vehicle mechanic"
,,,,"plant salesperson
plant and garden shop specialised seller
plant nursery specialised seller
floristry store salesperson
flower and garden specialized seller
lawn and garden store specialised seller
lawn and garden products salesperson
flower salesperson
nursery shop salesperson
garden superstore specialised seller
flower shop specialised seller
garden supplies specialised seller
lawn and garden shop specialised seller
plant and garden shop salesperson
floristry shop salesperson
floristry shop specialised seller
garden superstore salesperson
flower specialised seller
lawn and garden products specialised seller
garden supplies salesperson
plant nursery salesperson
plant shop specialised seller
floristry store specialised seller
lawn and garden shop salesperson
garden store specialised seller
plants specialised seller
flower shop salesperson
garden store salesperson
garden centre salesperson
plant centre salesperson
garden centre specialised seller
nursery shop specialised seller
lawn and garden store salesperson"
